name,birthdate,group,source,ohang_vector
광진,1992-08-12,N.Flying,kaggle,"[0.0, 0.0, 0.2173913043, 0.5652173913, 0.2173913043]"
광민,1995-04-24,Boyfriend,kaggle,"[0.380952381, 0.0, 0.1428571429, 0.2857142857, 0.1904761905]"
경헌,1998-01-06,We In The Zone,kaggle,"[0.0, 0.0869565217, 0.3913043478, 0.1304347826, 0.3913043478]"
카일라,2001-12-26,Pristin,kaggle,"[0.0476190476, 0.1428571429, 0.0476190476, 0.2380952381, 0.5238095238]"
카일,1997-01-15,Romeo,kaggle,"[0.0, 0.4090909091, 0.1818181818, 0.1818181818, 0.2272727273]"
카이린,2000-02-23,Girls' World,kaggle,"[0.2272727273, 0.0454545455, 0.2727272727, 0.2727272727, 0.1818181818]"
규환,1994-09-18,SIGNAL,kaggle,"[0.1363636364, 0.2727272727, 0.2727272727, 0.2272727273, 0.0909090909]"
규혁,1995-01-11,Hot Blood Youth,kaggle,"[0.2173913043, 0.1739130435, 0.3043478261, 0.0869565217, 0.2173913043]"
규현,1988-02-03,Super Junior,kaggle,"[0.1904761905, 0.0952380952, 0.3333333333, 0.0476190476, 0.3333333333]"
규진,2006-05-26,NMIXX,kaggle,"[0.3636363636, 0.2727272727, 0.1818181818, 0.0909090909, 0.0909090909]"
결경,1998-12-16,Pristin,kaggle,"[0.2380952381, 0.2380952381, 0.1428571429, 0.1904761905, 0.1904761905]"
경호,2001-05-07,TOO,kaggle,"[0.0, 0.4347826087, 0.1304347826, 0.347826087, 0.0869565217]"
경일,1987-11-28,HISTORY,kaggle,"[0.2380952381, 0.2380952381, 0.0476190476, 0.3333333333, 0.1428571429]"
경준,2002-08-30,TNX,kaggle,"[0.0, 0.347826087, 0.2173913043, 0.3043478261, 0.1304347826]"
경민,2004-10-28,8TURN,kaggle,"[0.2173913043, 0.0434782609, 0.3043478261, 0.347826087, 0.0869565217]"
경문,2003-06-29,YOUNITE,kaggle,"[0.0454545455, 0.2272727273, 0.2727272727, 0.1818181818, 0.2727272727]"
경리,1990-07-05,9Muses,kaggle,"[0.0434782609, 0.3913043478, 0.2173913043, 0.2608695652, 0.0869565217]"
경윤,2000-02-21,Dongkiz,kaggle,"[0.1818181818, 0.0454545455, 0.4545454545, 0.2727272727, 0.0454545455]"
엘,1992-03-13,Infinite,kaggle,"[0.1904761905, 0.0, 0.2380952381, 0.1428571429, 0.4285714286]"
엘조,1993-11-23,솔로,kaggle,"[0.0476190476, 0.0, 0.2380952381, 0.3333333333, 0.380952381]"
라이관린,2001-09-23,Wanna One,kaggle,"[0.0, 0.2272727273, 0.3636363636, 0.3636363636, 0.0454545455]"
라온,1995-12-19,ENOi,kaggle,"[0.3333333333, 0.0, 0.1428571429, 0.1428571429, 0.380952381]"
라라,2000-08-09,Dreamnote,kaggle,"[0.1818181818, 0.0, 0.3636363636, 0.2272727273, 0.2272727273]"
라운,1999-08-12,솔로,kaggle,"[0.1818181818, 0.1818181818, 0.1818181818, 0.2727272727, 0.1818181818]"
레이,1991-10-07,EXO,kaggle,"[0.0454545455, 0.1818181818, 0.2727272727, 0.5, 0.0]"
라연,1998-08-13,Purplebeck,kaggle,"[0.1739130435, 0.0434782609, 0.3043478261, 0.2173913043, 0.2608695652]"
엘리,1991-12-10,EXID,kaggle,"[0.3636363636, 0.0909090909, 0.1818181818, 0.1818181818, 0.1818181818]"
레아,1995-08-12,SECRET NUMBER,kaggle,"[0.4761904762, 0.0, 0.0476190476, 0.1428571429, 0.3333333333]"
이해인,1992-07-04,I.B.I,kaggle,"[0.0, 0.3913043478, 0.1304347826, 0.347826087, 0.1304347826]"
Lee Hoo,1989-02-09,ZE:A,kaggle,"[0.1363636364, 0.2727272727, 0.1818181818, 0.2272727273, 0.1818181818]"
이협,1999-08-13,DRIPPIN,kaggle,"[0.1904761905, 0.1904761905, 0.1428571429, 0.3333333333, 0.1428571429]"
이진,2001-03-12,Hi-L,kaggle,"[0.3636363636, 0.1818181818, 0.1818181818, 0.2727272727, 0.0]"
이준,1988-02-07,솔로,kaggle,"[0.3043478261, 0.0434782609, 0.3913043478, 0.0, 0.2608695652]"
리노,1998-10-25,Stray Kids,kaggle,"[0.3043478261, 0.2173913043, 0.3043478261, 0.0869565217, 0.0869565217]"
이수,2001-06-27,PRECIOUS,kaggle,"[0.0909090909, 0.3181818182, 0.0909090909, 0.5, 0.0]"
이수현,1996-11-05,I.B.I,kaggle,"[0.0, 0.5, 0.2727272727, 0.0454545455, 0.1818181818]"
이도,1997-07-26,Oneus,kaggle,"[0.0434782609, 0.347826087, 0.4782608696, 0.0869565217, 0.0434782609]"
이서,2007-02-21,IVE,kaggle,"[0.1818181818, 0.3636363636, 0.1818181818, 0.0454545455, 0.2272727273]"
이특,1983-07-01,Super Junior,kaggle,"[0.1818181818, 0.2272727273, 0.1818181818, 0.1818181818, 0.2272727273]"
레아,2001-05-14,Blackswan,kaggle,"[0.0, 0.4347826087, 0.2173913043, 0.2173913043, 0.1304347826]"
레나,2002-04-17,GWSN,kaggle,"[0.5, 0.1818181818, 0.1818181818, 0.0, 0.1363636364]"
레오,2002-10-08,T1419,kaggle,"[0.0, 0.2272727273, 0.3636363636, 0.3181818182, 0.0909090909]"
레오,1990-11-10,VIXX,kaggle,"[0.2380952381, 0.2857142857, 0.2380952381, 0.0952380952, 0.1428571429]"
리온,2000-07-25,TRENDZ,kaggle,"[0.2608695652, 0.0434782609, 0.3043478261, 0.2173913043, 0.1739130435]"
루,2001-04-05,TEMPEST,kaggle,"[0.0434782609, 0.1739130435, 0.4782608696, 0.1739130435, 0.1304347826]"
렉스,1993-01-12,Bigflo,kaggle,"[0.0, 0.1304347826, 0.2173913043, 0.2173913043, 0.4347826087]"
리아,2000-07-21,ITZY,kaggle,"[0.1304347826, 0.0434782609, 0.3913043478, 0.2608695652, 0.1739130435]"
리안,1998-03-11,Mirae,kaggle,"[0.4090909091, 0.3636363636, 0.1818181818, 0.0454545455, 0.0]"
릴리,2002-10-17,NMIXX,kaggle,"[0.0, 0.3913043478, 0.3913043478, 0.1304347826, 0.0869565217]"
임지민,2001-05-22,JUST B,kaggle,"[0.1818181818, 0.2727272727, 0.0909090909, 0.3636363636, 0.0909090909]"
라임,1993-01-19,Hello Venus,kaggle,"[0.0, 0.0, 0.1818181818, 0.3636363636, 0.4545454545]"
린린,2003-07-05,솔로,kaggle,"[0.2272727273, 0.2272727273, 0.4545454545, 0.0, 0.0909090909]"
리나,1997-07-27,ANS,kaggle,"[0.0434782609, 0.3913043478, 0.3043478261, 0.2173913043, 0.0434782609]"
리나,1997-05-23,RedSquare,kaggle,"[0.2608695652, 0.2173913043, 0.3043478261, 0.1304347826, 0.0869565217]"
린지,1989-10-22,Fiestar,kaggle,"[0.4545454545, 0.1818181818, 0.2727272727, 0.0909090909, 0.0]"
리사,1997-03-27,BLACKPINK,kaggle,"[0.2272727273, 0.0909090909, 0.4545454545, 0.0454545455, 0.1818181818]"
리브,1997-07-05,IRRIS,kaggle,"[0.0, 0.347826087, 0.3913043478, 0.1739130435, 0.0869565217]"
리야,2000-05-11,MIXX,kaggle,"[0.0434782609, 0.2608695652, 0.3913043478, 0.2608695652, 0.0434782609]"
리즈,2004-11-21,IVE,kaggle,"[0.4545454545, 0.0, 0.1818181818, 0.1363636364, 0.2272727273]"
리지,1992-07-31,After School,kaggle,"[0.0434782609, 0.1304347826, 0.3913043478, 0.2608695652, 0.1739130435]"
로하,2001-12-27,Nature,kaggle,"[0.1904761905, 0.1428571429, 0.0476190476, 0.2380952381, 0.380952381]"
로라,2001-02-22,Pixy,kaggle,"[0.1739130435, 0.347826087, 0.2173913043, 0.2173913043, 0.0434782609]"
룽궈,1996-03-02,JBJ,kaggle,"[0.1363636364, 0.1818181818, 0.3636363636, 0.1363636364, 0.1818181818]"
로우,1996-12-21,VAV,kaggle,"[0.0476190476, 0.0952380952, 0.1428571429, 0.0952380952, 0.619047619]"
로우디,1996-04-13,14U,kaggle,"[0.0909090909, 0.0909090909, 0.2727272727, 0.1818181818, 0.3636363636]"
루이,1999-04-23,BLANK2Y,kaggle,"[0.4090909091, 0.1363636364, 0.3636363636, 0.0454545455, 0.0454545455]"
루이,2001-04-08,Kingdom,kaggle,"[0.0434782609, 0.1304347826, 0.3043478261, 0.347826087, 0.1739130435]"
러브,1994-01-17,솔로,kaggle,"[0.2857142857, 0.0, 0.1428571429, 0.2380952381, 0.3333333333]"
루,1997-12-03,NATURE,kaggle,"[0.2380952381, 0.0952380952, 0.3333333333, 0.1428571429, 0.1904761905]"
루아,1991-09-14,BADKIZ,kaggle,"[0.0952380952, 0.3333333333, 0.1428571429, 0.2857142857, 0.1428571429]"
루아,2000-10-06,Weki Meki,kaggle,"[0.1428571429, 0.1904761905, 0.1428571429, 0.4761904762, 0.0476190476]"
루카스,1999-01-25,NCT,kaggle,"[0.2173913043, 0.2173913043, 0.3913043478, 0.0869565217, 0.0869565217]"
루시,2002-08-31,Weki Meki,kaggle,"[0.0434782609, 0.2173913043, 0.3043478261, 0.3043478261, 0.1304347826]"
루시,2004-04-09,woo!ah!,kaggle,"[0.1304347826, 0.1739130435, 0.4782608696, 0.1304347826, 0.0869565217]"
루다,1997-03-06,WJSN,kaggle,"[0.2272727273, 0.3181818182, 0.2727272727, 0.0454545455, 0.1363636364]"
루하,1993-02-15,14U,kaggle,"[0.4285714286, 0.2380952381, 0.0476190476, 0.1904761905, 0.0952380952]"
루한,1990-04-20,솔로,kaggle,"[0.4090909091, 0.1818181818, 0.1818181818, 0.1818181818, 0.0454545455]"
루나,1993-08-12,f(x),kaggle,"[0.1818181818, 0.0, 0.1818181818, 0.4545454545, 0.1818181818]"
룬,2000-02-27,DKB,kaggle,"[0.5454545455, 0.0454545455, 0.2727272727, 0.0909090909, 0.0454545455]"
루탄,2003-12-06,BLITZERS,kaggle,"[0.0909090909, 0.0454545455, 0.2727272727, 0.0454545455, 0.5454545455]"
만니,2001-11-17,VARSITY,kaggle,"[0.2272727273, 0.1363636364, 0.1818181818, 0.2727272727, 0.1818181818]"
마르코,1994-05-11,Hot Blood Youth,kaggle,"[0.0909090909, 0.3636363636, 0.2727272727, 0.2727272727, 0.0]"
마린,2001-03-17,Bling Bling,kaggle,"[0.380952381, 0.1428571429, 0.2380952381, 0.2380952381, 0.0]"
마크,1993-09-04,GOT7,kaggle,"[0.0, 0.0, 0.2380952381, 0.4285714286, 0.3333333333]"
마크,1999-08-02,NCT,kaggle,"[0.2272727273, 0.2727272727, 0.3636363636, 0.1363636364, 0.0]"
마시호,2001-03-25,Treasure,kaggle,"[0.2380952381, 0.3333333333, 0.0476190476, 0.2380952381, 0.1428571429]"
마시로,1999-12-16,Kep1er,kaggle,"[0.3333333333, 0.1428571429, 0.1428571429, 0.0, 0.380952381]"
최강창민,1988-02-18,TVXQ,kaggle,"[0.4545454545, 0.0454545455, 0.2727272727, 0.0, 0.2272727273]"
메이,2001-07-27,솔로,kaggle,"[0.3181818182, 0.1818181818, 0.1818181818, 0.3181818182, 0.0]"
메이,2004-11-16,Cherry Bullet,kaggle,"[0.2857142857, 0.0, 0.2380952381, 0.1428571429, 0.3333333333]"
메이나,2000-05-12,HOT ISSUE,kaggle,"[0.0434782609, 0.3043478261, 0.2173913043, 0.3913043478, 0.0434782609]"
메딕진,1996-08-25,Girlkind,kaggle,"[0.1818181818, 0.3636363636, 0.0909090909, 0.1363636364, 0.2272727273]"
미기,1998-10-15,솔로,kaggle,"[0.347826087, 0.1304347826, 0.3913043478, 0.0434782609, 0.0869565217]"
미아,2000-01-13,Everglow,kaggle,"[0.1818181818, 0.2727272727, 0.2727272727, 0.2272727273, 0.0454545455]"
미아,1997-12-31,MIXX,kaggle,"[0.0454545455, 0.3181818182, 0.2727272727, 0.0454545455, 0.3181818182]"
미희,2000-08-24,BOTOPASS,kaggle,"[0.4347826087, 0.0434782609, 0.2173913043, 0.2173913043, 0.0869565217]"
미주,1994-09-23,Lovelyz,kaggle,"[0.0952380952, 0.0476190476, 0.1428571429, 0.2380952381, 0.4761904762]"
마이키,2001-05-05,BLANK2Y,kaggle,"[0.0434782609, 0.2608695652, 0.3913043478, 0.1739130435, 0.1304347826]"
미코,1995-10-28,Honey Popcorn,kaggle,"[0.1818181818, 0.1363636364, 0.2727272727, 0.0454545455, 0.3636363636]"
미쿠,2002-10-09,Pink Fantasy,kaggle,"[0.0, 0.2608695652, 0.3043478261, 0.347826087, 0.0869565217]"
밀,1999-03-30,OnlyOneOf,kaggle,"[0.380952381, 0.2380952381, 0.1428571429, 0.2380952381, 0.0]"
마일로,1996-08-20,Romeo,kaggle,"[0.0, 0.1818181818, 0.3636363636, 0.1818181818, 0.2727272727]"
미미,1993-01-01,Gugudan,kaggle,"[0.0, 0.1818181818, 0.0909090909, 0.1363636364, 0.5909090909]"
미미,1995-05-01,Oh My Girl,kaggle,"[0.2272727273, 0.0, 0.2727272727, 0.0909090909, 0.4090909091]"
민,1991-06-21,miss A,kaggle,"[0.1304347826, 0.2608695652, 0.3043478261, 0.1304347826, 0.1739130435]"
민,1997-10-16,We In The Zone,kaggle,"[0.1818181818, 0.1363636364, 0.2727272727, 0.3636363636, 0.0454545455]"
민아,1993-09-21,솔로,kaggle,"[0.1904761905, 0.1428571429, 0.0476190476, 0.5238095238, 0.0952380952]"
미나,1999-12-04,Gugudan,kaggle,"[0.4761904762, 0.0476190476, 0.1428571429, 0.1904761905, 0.1428571429]"
미나,1997-03-24,Twice,kaggle,"[0.3636363636, 0.0909090909, 0.2727272727, 0.0909090909, 0.1818181818]"
민아,1993-05-13,Girl's Day,kaggle,"[0.1818181818, 0.4090909091, 0.0909090909, 0.2272727273, 0.0909090909]"
민찬,1998-09-16,Verivery,kaggle,"[0.2727272727, 0.2727272727, 0.1818181818, 0.2727272727, 0.0]"
민기,1999-08-09,ATEEZ,kaggle,"[0.1818181818, 0.1363636364, 0.1818181818, 0.1818181818, 0.3181818182]"
민규,1997-04-06,Seventeen,kaggle,"[0.2608695652, 0.1304347826, 0.4782608696, 0.0434782609, 0.0869565217]"
민하,1991-06-27,솔로,kaggle,"[0.1739130435, 0.2173913043, 0.4782608696, 0.0869565217, 0.0434782609]"
민희,2002-09-17,CRAVITY,kaggle,"[0.0, 0.1904761905, 0.3333333333, 0.1904761905, 0.2857142857]"
민희,1993-01-03,Stellar,kaggle,"[0.1818181818, 0.0, 0.0909090909, 0.2727272727, 0.4545454545]"
민호,2002-10-14,8TURN,kaggle,"[0.3636363636, 0.2272727273, 0.1818181818, 0.1363636364, 0.0909090909]"
민호,1995-09-04,MY.st,kaggle,"[0.2272727273, 0.0454545455, 0.3636363636, 0.1818181818, 0.1818181818]"
민호,1991-12-09,SHINee,kaggle,"[0.0454545455, 0.0454545455, 0.2727272727, 0.2272727273, 0.4090909091]"
민환,1992-11-11,FTISLAND,kaggle,"[0.2380952381, 0.0, 0.0476190476, 0.4285714286, 0.2857142857]"
민혁,1990-11-29,BtoB,kaggle,"[0.0454545455, 0.3181818182, 0.3636363636, 0.1363636364, 0.1363636364]"
민혁,1991-06-28,CNBLUE,kaggle,"[0.1304347826, 0.347826087, 0.3913043478, 0.1304347826, 0.0]"
민혁,1999-11-06,D-CRUNCH,kaggle,"[0.2727272727, 0.0909090909, 0.3636363636, 0.0909090909, 0.1818181818]"
민혁,1993-11-03,MONSTA X,kaggle,"[0.0, 0.0476190476, 0.3333333333, 0.2380952381, 0.380952381]"
민현,1995-08-09,NU'EST,kaggle,"[0.2272727273, 0.0, 0.0909090909, 0.2727272727, 0.4090909091]"
민이,2000-06-12,Purplebeck,kaggle,"[0.0434782609, 0.1739130435, 0.3043478261, 0.3043478261, 0.1739130435]"
민재,2003-08-23,MCND,kaggle,"[0.0869565217, 0.0434782609, 0.4782608696, 0.2173913043, 0.1739130435]"
민재,1994-12-18,Sonamoo,kaggle,"[0.2272727273, 0.1818181818, 0.3636363636, 0.0454545455, 0.1818181818]"
민재,1994-08-08,Spectrum,kaggle,"[0.2173913043, 0.2608695652, 0.2173913043, 0.1739130435, 0.1304347826]"
민재,1991-08-13,Tahiti,kaggle,"[0.4090909091, 0.1363636364, 0.1818181818, 0.2272727273, 0.0454545455]"
민재,2003-04-10,xikers,kaggle,"[0.0869565217, 0.1304347826, 0.3913043478, 0.0434782609, 0.347826087]"
민지,2001-01-16,Busters,kaggle,"[0.2272727273, 0.0, 0.5454545455, 0.1363636364, 0.0909090909]"
민지,2004-05-07,NewJeans,kaggle,"[0.0869565217, 0.347826087, 0.3043478261, 0.2173913043, 0.0434782609]"
민주,2001-02-05,IZ*ONE,kaggle,"[0.1818181818, 0.1818181818, 0.2727272727, 0.2272727273, 0.1363636364]"
민주,2001-03-11,GWSN,kaggle,"[0.1904761905, 0.1428571429, 0.0476190476, 0.4285714286, 0.1904761905]"
민준,1999-02-26,NINE.i,kaggle,"[0.3333333333, 0.1428571429, 0.3333333333, 0.1904761905, 0.0]"
민정,2004-07-15,솔로,kaggle,"[0.347826087, 0.0869565217, 0.3043478261, 0.2173913043, 0.0434782609]"
민경,1990-08-03,Davichi,kaggle,"[0.0454545455, 0.2272727273, 0.1818181818, 0.2727272727, 0.2727272727]"
민니,1997-10-23,(G)I-DLE,kaggle,"[0.0, 0.1739130435, 0.5652173913, 0.2173913043, 0.0434782609]"
민호,1993-03-30,WINNER,kaggle,"[0.2857142857, 0.0476190476, 0.1428571429, 0.4285714286, 0.0952380952]"
민표,1994-11-15,B.I.G,kaggle,"[0.4090909091, 0.1818181818, 0.1818181818, 0.0909090909, 0.1363636364]"
민서,2002-05-13,DRIPPIN,kaggle,"[0.0869565217, 0.4347826087, 0.1304347826, 0.2608695652, 0.0869565217]"
민서,2003-03-21,Saturday,kaggle,"[0.3181818182, 0.1818181818, 0.1818181818, 0.0454545455, 0.2727272727]"
민서,2004-08-12,woo!ah!,kaggle,"[0.1363636364, 0.0, 0.0909090909, 0.2727272727, 0.5]"
민수,1993-04-15,Boys Republic,kaggle,"[0.1818181818, 0.3181818182, 0.1818181818, 0.1818181818, 0.1363636364]"
민수,2000-03-20,TOO,kaggle,"[0.2272727273, 0.1818181818, 0.3636363636, 0.1363636364, 0.0909090909]"
민성,1996-12-24,Romeo,kaggle,"[0.2380952381, 0.1428571429, 0.1428571429, 0.0952380952, 0.380952381]"
민트,1994-06-23,Tiny-G,kaggle,"[0.1304347826, 0.2173913043, 0.3043478261, 0.3043478261, 0.0434782609]"
민우,1995-07-31,Boyfriend,kaggle,"[0.2380952381, 0.0476190476, 0.1428571429, 0.0, 0.5714285714]"
민우,1979-07-28,Shinhwa,kaggle,"[0.0869565217, 0.2608695652, 0.3913043478, 0.2173913043, 0.0434782609]"
민우,1990-09-06,ZE:A,kaggle,"[0.2608695652, 0.2173913043, 0.2173913043, 0.2608695652, 0.0434782609]"
민우,1985-02-08,100%,kaggle,"[0.347826087, 0.0869565217, 0.4782608696, 0.0434782609, 0.0434782609]"
민영,1990-09-12,Brave Girls,kaggle,"[0.1363636364, 0.1818181818, 0.1818181818, 0.4545454545, 0.0454545455]"
민지,1994-01-18,2NE1,kaggle,"[0.3181818182, 0.0, 0.2727272727, 0.2272727273, 0.1818181818]"
미르,2000-03-06,Astin,kaggle,"[0.2857142857, 0.0, 0.2380952381, 0.0952380952, 0.380952381]"
미르,1991-03-10,MBLAQ,kaggle,"[0.4285714286, 0.0476190476, 0.3333333333, 0.1904761905, 0.0]"
미레,2006-03-26,TRI.BE,kaggle,"[0.5, 0.1818181818, 0.1818181818, 0.1363636364, 0.0]"
미료,1981-11-02,Brown Eyed Girls,kaggle,"[0.1818181818, 0.0454545455, 0.2727272727, 0.4545454545, 0.0454545455]"
미소,2000-10-25,Dreamnote,kaggle,"[0.0869565217, 0.3043478261, 0.3913043478, 0.1304347826, 0.0869565217]"
미소,1996-09-16,P.O.P,kaggle,"[0.0476190476, 0.380952381, 0.1428571429, 0.1904761905, 0.2380952381]"
미소,1991-04-04,Tahiti,kaggle,"[0.4545454545, 0.0454545455, 0.2727272727, 0.1818181818, 0.0454545455]"
미유,2003-01-09,LIMELIGHT,kaggle,"[0.0, 0.347826087, 0.2173913043, 0.0434782609, 0.3913043478]"
미야,1993-05-26,GWSN,kaggle,"[0.0454545455, 0.4545454545, 0.1818181818, 0.2272727273, 0.0909090909]"
미연,1997-01-31,(G)I-DLE,kaggle,"[0.0, 0.0952380952, 0.1428571429, 0.3333333333, 0.4285714286]"
엠제이,1994-03-05,ASTRO,kaggle,"[0.347826087, 0.2173913043, 0.2173913043, 0.2173913043, 0.0]"
엠케이,1995-11-16,ONF,kaggle,"[0.25, 0.1, 0.0, 0.2, 0.45]"
모코,1991-03-19,Honey Popcorn,kaggle,"[0.2380952381, 0.0476190476, 0.3333333333, 0.1904761905, 0.1904761905]"
모모,1996-11-09,Twice,kaggle,"[0.0476190476, 0.1428571429, 0.2380952381, 0.2380952381, 0.3333333333]"
모모카,2000-12-26,Pink Fantasy,kaggle,"[0.0454545455, 0.1818181818, 0.4545454545, 0.0909090909, 0.2272727273]"
먼데이,2002-05-10,Weeekly,kaggle,"[0.2173913043, 0.347826087, 0.3043478261, 0.0434782609, 0.0869565217]"
모니카,1991-05-21,BADKIZ,kaggle,"[0.2272727273, 0.1818181818, 0.1818181818, 0.3181818182, 0.0909090909]"
문빈,1998-01-26,ASTRO,kaggle,"[0.0, 0.0909090909, 0.2727272727, 0.2727272727, 0.3636363636]"
문수아,1999-09-09,Billlie,kaggle,"[0.4, 0.0, 0.1, 0.2, 0.3]"
문별,1992-12-22,Mamamoo,kaggle,"[0.0, 0.0, 0.0909090909, 0.2727272727, 0.6363636364]"
문희,1997-04-15,Bonus Baby,kaggle,"[0.1818181818, 0.2727272727, 0.2727272727, 0.0454545455, 0.2272727273]"
문복,1995-04-11,Limitless,kaggle,"[0.1818181818, 0.0, 0.1818181818, 0.2272727273, 0.4090909091]"
뮤,2003-09-14,EPEX,kaggle,"[0.1818181818, 0.0909090909, 0.1818181818, 0.4545454545, 0.0909090909]"
무진,2000-11-20,Kingdom,kaggle,"[0.0909090909, 0.2727272727, 0.1818181818, 0.0909090909, 0.3636363636]"
문익,2001-03-20,Dongkiz,kaggle,"[0.1818181818, 0.3181818182, 0.0909090909, 0.2272727273, 0.1818181818]"
무진,2001-03-29,BAE173,kaggle,"[0.380952381, 0.1428571429, 0.0476190476, 0.4285714286, 0.0]"
명호,2001-10-12,8TURN,kaggle,"[0.0, 0.1739130435, 0.4782608696, 0.3043478261, 0.0434782609]"
명지,1997-10-09,Tiny-G,kaggle,"[0.1739130435, 0.1304347826, 0.3043478261, 0.3043478261, 0.0869565217]"
엔,1990-06-30,VIXX,kaggle,"[0.1304347826, 0.5652173913, 0.1304347826, 0.0869565217, 0.0869565217]"
나다,1991-05-24,솔로,kaggle,"[0.2173913043, 0.347826087, 0.2173913043, 0.1304347826, 0.0869565217]"
나은,1994-02-10,솔로,kaggle,"[0.4090909091, 0.3636363636, 0.1818181818, 0.0454545455, 0.0]"
나은,1999-05-05,APRIL,kaggle,"[0.2272727273, 0.3181818182, 0.3636363636, 0.0454545455, 0.0454545455]"
나현,2002-01-25,HOT ISSUE,kaggle,"[0.0, 0.2608695652, 0.2173913043, 0.3043478261, 0.2173913043]"
나현,1995-12-09,Sonamoo,kaggle,"[0.3333333333, 0.0476190476, 0.2380952381, 0.0476190476, 0.3333333333]"
나코,2001-06-18,IZ*ONE,kaggle,"[0.0909090909, 0.3181818182, 0.0909090909, 0.1363636364, 0.3636363636]"
낙타,1993-04-24,솔로,kaggle,"[0.2857142857, 0.0952380952, 0.1428571429, 0.1904761905, 0.2857142857]"
나경,2000-06-01,fromis_9,kaggle,"[0.1739130435, 0.1739130435, 0.2173913043, 0.3913043478, 0.0434782609]"
나경,2002-10-13,tripleS,kaggle,"[0.3043478261, 0.2608695652, 0.2173913043, 0.1304347826, 0.0869565217]"
남주,1995-04-15,Apink,kaggle,"[0.1904761905, 0.1904761905, 0.1428571429, 0.0952380952, 0.380952381]"
나나,1991-09-14,After School,kaggle,"[0.0952380952, 0.3333333333, 0.1428571429, 0.2857142857, 0.1428571429]"
나나,2001-03-09,woo!ah!,kaggle,"[0.2272727273, 0.1818181818, 0.1818181818, 0.4090909091, 0.0]"
낸시,2000-04-13,MOMOLAND,kaggle,"[0.0869565217, 0.0, 0.3913043478, 0.3913043478, 0.1304347826]"
나라,1991-03-13,Hello Venus,kaggle,"[0.2272727273, 0.2272727273, 0.1818181818, 0.1818181818, 0.1818181818]"
나라찬,1996-09-23,MONT,kaggle,"[0.05, 0.2, 0.0, 0.2, 0.55]"
나래,1988-02-23,SPICA,kaggle,"[0.2608695652, 0.0434782609, 0.4782608696, 0.1304347826, 0.0869565217]"
나리,1992-10-05,Wassup,kaggle,"[0.3181818182, 0.0454545455, 0.1818181818, 0.3181818182, 0.1363636364]"
나린,2001-10-29,Bling Bling,kaggle,"[0.1739130435, 0.1739130435, 0.3913043478, 0.2173913043, 0.0434782609]"
나린,2000-06-06,Queenz Eye,kaggle,"[0.2608695652, 0.2173913043, 0.3043478261, 0.0869565217, 0.1304347826]"
나르샤,1981-12-28,Brown Eyed Girls,kaggle,"[0.0476190476, 0.0, 0.1428571429, 0.5714285714, 0.2380952381]"
네이슨,1995-06-12,CHECKMATE,kaggle,"[0.3181818182, 0.2272727273, 0.1818181818, 0.0454545455, 0.2272727273]"
나연,1995-09-22,Twice,kaggle,"[0.2857142857, 0.1904761905, 0.1428571429, 0.1904761905, 0.1904761905]"
나영,1995-11-23,Gugudan,kaggle,"[0.1904761905, 0.2857142857, 0.2380952381, 0.0, 0.2857142857]"
나영,2002-11-30,LIGHTSUM,kaggle,"[0.1818181818, 0.2272727273, 0.0909090909, 0.0909090909, 0.4090909091]"
나영,1995-12-18,Pristin,kaggle,"[0.1904761905, 0.0476190476, 0.2380952381, 0.0, 0.5238095238]"
나유,2002-07-23,ILY:1,kaggle,"[0.0869565217, 0.3043478261, 0.3043478261, 0.0, 0.3043478261]"
나윤,1998-07-31,MOMOLAND,kaggle,"[0.3636363636, 0.0909090909, 0.5454545455, 0.0, 0.0]"
앤씨아,1996-10-07,UNI.T,kaggle,"[0.0, 0.380952381, 0.1428571429, 0.2380952381, 0.2380952381]"
뉴,1998-04-26,The Boyz,kaggle,"[0.3636363636, 0.1363636364, 0.2727272727, 0.0, 0.2272727273]"
뉴썬,1997-06-19,Sonamoo,kaggle,"[0.0434782609, 0.347826087, 0.3043478261, 0.0434782609, 0.2608695652]"
닉쿤,1988-06-24,2PM,kaggle,"[0.0434782609, 0.2173913043, 0.4782608696, 0.2173913043, 0.0434782609]"
니콜,1991-10-07,KARA,kaggle,"[0.0454545455, 0.1818181818, 0.2727272727, 0.5, 0.0]"
니엘,1994-08-16,Teen Top,kaggle,"[0.2608695652, 0.0869565217, 0.3043478261, 0.2173913043, 0.1304347826]"
니키,2005-12-09,ENHYPEN,kaggle,"[0.3, 0.2, 0.1, 0.2, 0.2]"
니나,2003-03-15,IRRIS,kaggle,"[0.380952381, 0.2380952381, 0.1428571429, 0.0, 0.2380952381]"
나인,1999-12-13,OnlyOneOf,kaggle,"[0.25, 0.1, 0.3, 0.0, 0.35]"
닝닝,2002-10-23,aespa,kaggle,"[0.1818181818, 0.2272727273, 0.1818181818, 0.1363636364, 0.2727272727]"
노아,1998-03-18,CHECKMATE,kaggle,"[0.619047619, 0.0476190476, 0.1428571429, 0.0, 0.1904761905]"
노아,2000-08-02,T1419,kaggle,"[0.1304347826, 0.0434782609, 0.3913043478, 0.0869565217, 0.347826087]"
노을,1989-05-10,Rainbow,kaggle,"[0.0, 0.4347826087, 0.3043478261, 0.2608695652, 0.0]"
